Composition,Eg,class,avg_Atomic number,avg_Atomic weight,avg_Period number,avg_Group number,avg_Family number,avg_L quantum number,avg_Mendeleev number,avg_Atomic radius (?),avg_Covalent radius (?),avg_Zunger radius (?),avg_Ionic radius (?),avg_Crystal radius (?),avg_Pauling EN,avg_Martynov-Batsanov EN,avg_Gordy EN,avg_Mulliken EN,avg_Allen EN,avg_Metallic valence,avg_Number of valence electrons,avg_Number of s electrons,avg_Number of p electrons,avg_Number of d electrons,avg_Number of outer shell electrons,avg_First ionization energy (kJ/mol),avg_Polarizability,avg_Melting point (K),avg_Boiling point (K),avg_Density (g/mL),avg_Specific heat (J/g?K),avg_Heat of fusion (kJ/mol),avg_Heat of vaporization (kJ/mol),avg_Thermal conductivity (W/m?K),avg_Heat atomization (kJ/mol),avg_Cohesive energy (eV),diff_Atomic number,diff_Atomic weight,diff_Period number,diff_Group number,diff_Family number,diff_L quantum number,diff_Mendeleev number,diff_Atomic radius (?),diff_Covalent radius (?),diff_Zunger radius (?),diff_Ionic radius (?),diff_Crystal radius (?),diff_Pauling EN,diff_Martynov-Batsanov EN,diff_Gordy EN,diff_Mulliken EN,diff_Allen EN,diff_Metallic valence,diff_Number of valence electrons,diff_Number of s electrons,diff_Number of p electrons,diff_Number of d electrons,diff_Number of outer shell electrons,diff_First ionization energy (kJ/mol),diff_Polarizability,diff_Melting point (K),diff_Boiling point (K),diff_Density (g/mL),diff_Specific heat (J/g?K),diff_Heat of fusion (kJ/mol),diff_Heat of vaporization (kJ/mol),diff_Thermal conductivity (W/m?K),diff_Heat atomization (kJ/mol),diff_Cohesive energy (eV),max_Atomic number,max_Atomic weight,max_Period number,max_Group number,max_Family number,max_L quantum number,max_Mendeleev number,max_Atomic radius (?),max_Covalent radius (?),max_Zunger radius (?),max_Ionic radius (?),max_Crystal radius (?),max_Pauling EN,max_Martynov-Batsanov EN,max_Gordy EN,max_Mulliken EN,max_Allen EN,max_Metallic valence,max_Number of valence electrons,max_Number of s electrons,max_Number of p electrons,max_Number of d electrons,max_Number of outer shell electrons,max_First ionization energy (kJ/mol),max_Polarizability,max_Melting point (K),max_Boiling point (K),max_Density (g/mL),max_Specific heat (J/g?K),max_Heat of fusion (kJ/mol),max_Heat of vaporization (kJ/mol),max_Thermal conductivity (W/m?K),max_Heat atomization (kJ/mol),max_Cohesive energy (eV),min_Atomic number,min_Atomic weight,min_Period number,min_Group number,min_Family number,min_L quantum number,min_Mendeleev number,min_Atomic radius (?),min_Covalent radius (?),min_Zunger radius (?),min_Ionic radius (?),min_Crystal radius (?),min_Pauling EN,min_Martynov-Batsanov EN,min_Gordy EN,min_Mulliken EN,min_Allen EN,min_Metallic valence,min_Number of valence electrons,min_Number of s electrons,min_Number of p electrons,min_Number of d electrons,min_Number of outer shell electrons,min_First ionization energy (kJ/mol),min_Polarizability,min_Melting point (K),min_Boiling point (K),min_Density (g/mL),min_Specific heat (J/g?K),min_Heat of fusion (kJ/mol),min_Heat of vaporization (kJ/mol),min_Thermal conductivity (W/m?K),min_Heat atomization (kJ/mol),min_Cohesive energy (eV),
V8O,0,0,21.33333333,47.05904444,3.777777778,6.222222222,4.333333333,1.888888889,50.55555556,1.266666667,1.165555556,2.211666667,1.266666667,0.738888889,1.831111111,2.342222222,3.776344444,4.037777778,1.761111111,4.444444444,5.111111111,2,0.444444444,2.666666667,2.444444444,724.6666667,11.11033333,1928.883333,3257.261111,5.43127,0.537777778,18.60251,0.780655556,27.29186,484.5555556,5.011111111,15,34.9421,2,11,3,1,41,0.75,0.49,1.965,0.75,0.53,1.81,1.1,5.1682,3.94,2.08,5,1,0,4,3,4,663,11.607,2108.4,3563,6.10857,0.43,20.67741,2.9579,30.67326,265,2.69,23,50.9415,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,3,6,1314,12.4,2163.15,3653.15,6.11,0.92,20.9,3.4099,30.7,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,2.22,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.49,0.22259,0.452,0.02674,249,2.62,
VAg(PSe3)2,0,0,30.4,69.4517224,3.9,14.2,6.4,1,81.1,1.185,1.164,1.4995,1.185,0.595,2.324,2.317,5.15385,5.462,2.251,2.844,6.2,1.9,3,1.3,4.9,905.2,5.03,697.37,1299.35,4.899,0.4185,7.3678,50.149,47.241,279,2.988,32,76.894438,2,11,3,2,43,0.6,0.28,1.19,0.6,0.98,0.92,1.47,2.5589,2.29,0.904,3.44,6,1,4,10,5,361,8.8,1845.9,3100,8.68,0.535,20.243,250.128,428.765,287,2.85,47,107.8682,5,16,7,2,89,1.6,1.34,2.43,1.6,1.29,2.55,2.54,5.761,5.89,2.434,5.44,11,2,4,10,6,1012,12.4,2163.15,3653.15,10.5,0.77,20.9,250.58,429,514,5.31,15,30.973762,3,5,4,0,46,1,1.06,1.24,1,0.31,1.63,1.07,3.2021,3.6,1.53,2,5,1,0,0,1,651,3.6,317.25,553.15,1.82,0.235,0.657,0.452,0.235,227,2.46,
VB2,0,0,11,24.18783333,2.666666667,10.33333333,5.333333333,1.333333333,63.33333333,1.016666667,0.953333333,1.34,1.016666667,0.393333333,1.903333333,2.006666667,4.130766667,4.06,1.877333333,3.666666667,3.666666667,2,0.666666667,1,2.666666667,751,6.133333333,2289.15,3099.816667,3.596666667,0.843333333,40.43333333,326.6173333,28.23333333,553.3333333,5.643333333,18,40.1305,2,8,2,1,26,0.5,0.4,1.635,0.5,0.43,0.41,0.32,1.393,0.69,0.521,2,2,0,1,3,1,150,9.4,189,830,3.77,0.53,29.3,489.248,3.7,59,0.5,23,50.9415,4,13,6,2,72,1.35,1.22,2.43,1.35,0.68,2.04,2.22,4.5951,4.29,2.051,5,5,2,1,3,3,801,12.4,2352.15,3653.15,6.11,1.02,50.2,489.7,30.7,573,5.81,5,10.811,2,5,4,1,46,0.85,0.82,0.795,0.85,0.25,1.63,1.9,3.2021,3.6,1.53,3,3,2,0,0,2,651,3,2163.15,2823.15,2.34,0.49,20.9,0.452,27,514,5.31,
VCo,0,0,25,54.93735,4,7,4,2,52,1.35,1.19,2.225,1.35,0.61,1.755,1.97,3.34985,3.95,1.685,5.39,7,2,0,5,2,705.5,9.95,1965.65,3398.15,7.505,0.455,18.545,188.476,65.35,469.5,4.85,4,7.9917,0,4,0,0,12,0,0.06,0.41,0,0.14,0.25,0.5,0.2955,0.7,0.31,0.78,4,0,0,4,0,109,4.9,395,510,2.79,0.07,4.71,376.048,69.3,89,0.92,27,58.9332,4,9,4,2,58,1.35,1.22,2.43,1.35,0.68,1.88,2.22,3.4976,4.3,1.84,5.78,9,2,0,7,2,760,12.4,2163.15,3653.15,8.9,0.49,20.9,376.5,100,514,5.31,23,50.9415,4,5,4,2,46,1.35,1.16,2.02,1.35,0.54,1.63,1.72,3.2021,3.6,1.53,5,5,2,0,3,2,651,7.5,1768.15,3143.15,6.11,0.42,16.19,0.452,30.7,425,4.39,
VCu3(PO4)4,0,0,12.41666667,25.89437283,2.5,14.75,6.5,1.166666667,81.75,0.791666667,0.860416667,0.872916667,0.791666667,0.975416667,2.96375,2.8275,6.9981,6.673333333,3.077166667,1.388333333,6.416666667,1.875,3.166666667,1.375,5.041666667,1164.916667,2.482833333,349.025,659.525,1.67887,0.809583333,2.759976667,41.8511,51.46116,282.1666667,2.975833333,21,47.5466,2,11,3,1,41,0.75,0.49,1.965,0.75,0.9,1.81,2.24,5.1682,3.94,2.08,5.44,6,1,4,10,5,663,11.607,2108.4,3563,8.95857,0.54,20.67741,299.848,400.97326,265,2.69,29,63.546,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,4,10,6,1314,12.4,2163.15,3653.15,8.96,0.92,20.9,300.3,401,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.31,1.63,1.08,3.2021,3.6,1.53,0,5,1,0,0,1,651,0.793,54.75,90.15,0.00143,0.38,0.22259,0.452,0.02674,249,2.62,
VFeRu2,0,0,34.25,77.232125,4.5,7.25,4,2,53.25,1.3375,1.2225,2.4375,1.3375,0.7525,1.965,1.9575,3.488675,4.165,1.6025,5.585,7.25,1.5,0,5.75,1.5,708.25,10,2284.4,3755.65,9.6925,0.3515,20.675,385.013,86.225,554.5,5.7675,21,50.1285,1,3,0,0,10,0.1,0.08,0.495,0.1,0.14,0.57,0.55,0.4647,0.9,0.27,0.78,3,1,0,4,1,111,4,775,1150,6.29,0.252,10.2,594.548,86.3,225,2.46,44,101.07,5,8,4,2,56,1.4,1.25,2.605,1.4,0.82,2.2,2.22,3.6668,4.5,1.8,5.78,8,2,0,7,2,762,12.4,2583.15,4173.15,12.4,0.49,24,595,117,643,6.74,23,50.9415,4,5,4,2,46,1.3,1.17,2.11,1.3,0.68,1.63,1.67,3.2021,3.6,1.53,5,5,1,0,3,1,651,8.4,1808.15,3023.15,6.11,0.238,13.8,0.452,30.7,418,4.28,
VFeSb,0.46,1,33.33333333,76.18283333,4.333333333,9.333333333,4.666666667,1.666666667,62,1.4,1.263333333,2.101666667,1.4,0.756666667,1.836666667,2.01,3.872133333,4.17,1.771333333,4.593333333,6,2,1,6.333333333,2,749,9.133333333,1625.15,2966.483333,6.886666667,0.38,18.19,142.3973333,45.06666667,398,4.113333333,28,70.8185,1,10,2,1,39,0.1,0.23,0.665,0.1,0.22,0.42,0.55,1.7932,1.25,0.454,2.78,3,0,3,7,0,183,5.8,1259,1430,1.75,0.28,7.1,349.148,55.9,252,2.56,51,121.76,5,15,6,2,85,1.45,1.4,2.43,1.45,0.9,2.05,2.22,4.9953,4.85,1.984,5.78,8,2,3,10,2,834,12.4,2163.15,3653.15,7.86,0.49,20.9,349.6,80.2,514,5.31,23,50.9415,4,5,4,1,46,1.35,1.17,1.765,1.35,0.68,1.63,1.67,3.2021,3.6,1.53,3,5,2,0,3,2,651,6.6,904.15,2223.15,6.11,0.21,13.8,0.452,24.3,262,2.75,
VIr,0,0,50,121.58075,5,7,4,2,53,1.35,1.245,2.529,1.35,0.725,1.915,2.045,5.3183,4.5,1.605,5.39,7,2,0,5,2,764.5,10,2423.15,4028.15,14.255,0.31,23.5,302.226,88.85,589.5,6.125,54,141.2785,2,4,0,0,14,0,0.05,0.198,0,0.09,0.57,0.35,4.2324,1.8,0.15,0.78,4,0,0,4,0,227,4.8,520,750,16.29,0.36,5.2,603.548,116.3,151,1.63,77,192.22,6,9,4,2,60,1.35,1.27,2.628,1.35,0.77,2.2,2.22,7.4345,5.4,1.68,5.78,9,2,0,7,2,878,12.4,2683.15,4403.15,22.4,0.49,26.1,604,147,665,6.94,23,50.9415,4,5,4,2,46,1.35,1.22,2.43,1.35,0.68,1.63,1.87,3.2021,3.6,1.53,5,5,2,0,3,2,651,7.6,2163.15,3653.15,6.11,0.13,20.9,0.452,30.7,514,5.31,
VIr3,0,0,63.5,156.900375,5.5,8,4,2,56.5,1.35,1.2575,2.5785,1.35,0.7475,2.0575,1.9575,6.3764,4.95,1.6425,5.585,8,2,0,6,2,821.25,8.8,2553.15,4215.65,18.3275,0.22,24.8,453.113,117.925,627.25,6.5325,54,141.2785,2,4,0,0,14,0,0.05,0.198,0,0.09,0.57,0.35,4.2324,1.8,0.15,0.78,4,0,0,4,0,227,4.8,520,750,16.29,0.36,5.2,603.548,116.3,151,1.63,77,192.22,6,9,4,2,60,1.35,1.27,2.628,1.35,0.77,2.2,2.22,7.4345,5.4,1.68,5.78,9,2,0,7,2,878,12.4,2683.15,4403.15,22.4,0.49,26.1,604,147,665,6.94,23,50.9415,4,5,4,2,46,1.35,1.22,2.43,1.35,0.68,1.63,1.87,3.2021,3.6,1.53,5,5,2,0,3,2,651,7.6,2163.15,3653.15,6.11,0.13,20.9,0.452,30.7,514,5.31,
VNi2,0,0,26.33333333,56.10943333,4,8.333333333,4,2,56,1.35,1.173333333,2.263333333,1.35,0.693333333,1.816666667,1.913333333,3.453433333,4.133333333,1.763333333,5.52,8.333333333,2,0,6.333333333,2,708.3333333,8.666666667,1871.816667,3219.816667,7.97,0.456666667,18.61333333,247.084,70.7,458,4.73,5,7.7519,0,5,0,0,15,0,0.07,0.25,0,0.02,0.28,0.46,0.377,0.8,0.35,0.78,5,0,0,5,0,86,5.6,437,650,2.79,0.05,3.43,369.948,60,84,0.87,28,58.6934,4,10,4,2,61,1.35,1.22,2.43,1.35,0.7,1.91,2.22,3.5791,4.4,1.88,5.78,10,2,0,8,2,737,12.4,2163.15,3653.15,8.9,0.49,20.9,370.4,90.7,514,5.31,23,50.9415,4,5,4,2,46,1.35,1.15,2.18,1.35,0.68,1.63,1.76,3.2021,3.6,1.53,5,5,2,0,3,2,651,6.8,1726.15,3003.15,6.11,0.44,17.47,0.452,30.7,430,4.44,
VNi5(PO4)6,0,0,12.36111111,25.39546311,2.5,14.69444444,6.5,1.166666667,81.58333333,0.791666667,0.856944444,0.886944444,0.791666667,0.974444444,2.968888889,2.906111111,6.992761111,6.674444444,3.085777778,1.441666667,6.361111111,2,3.166666667,1.194444444,5.166666667,1165.111111,2.417555556,389.2055556,670.8722222,1.71012,0.816388889,3.264837778,55.75176667,13.50699333,292.5,3.0825,20,42.694,2,11,3,1,41,0.75,0.49,1.965,0.75,0.9,1.81,1.56,5.1682,3.94,2.08,5.78,5,0,4,8,4,663,11.607,2108.4,3563,8.89857,0.48,20.67741,369.948,90.67326,265,2.69,28,58.6934,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5.78,10,2,4,8,6,1314,12.4,2163.15,3653.15,8.9,0.92,20.9,370.4,90.7,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.31,1.63,1.76,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.44,0.22259,0.452,0.02674,249,2.62,
VO,0.3,1,15.5,33.47045,3,10.5,5.5,1.5,66.5,0.975,0.975,1.4475,0.975,0.945,2.535,2.77,5.7862,5.57,2.57,2.5,5.5,2,2,1.5,4,982.5,6.5965,1108.95,1871.65,3.055715,0.705,10.561295,1.93095,15.36337,381.5,3.965,15,34.9421,2,11,3,1,41,0.75,0.49,1.965,0.75,0.53,1.81,1.1,5.1682,3.94,2.08,5,1,0,4,3,4,663,11.607,2108.4,3563,6.10857,0.43,20.67741,2.9579,30.67326,265,2.69,23,50.9415,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,3,6,1314,12.4,2163.15,3653.15,6.11,0.92,20.9,3.4099,30.7,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,2.22,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.49,0.22259,0.452,0.02674,249,2.62,
VO2,0.12,1,13,27.64676667,2.666666667,12.33333333,6,1.333333333,73.33333333,0.85,0.893333333,1.12,0.85,1.033333333,2.836666667,2.953333333,6.647566667,6.226666667,2.916666667,1.666666667,5.666666667,2,2.666666667,1,4.666666667,1093,4.662,757.55,1277.816667,2.03762,0.776666667,7.11506,2.423933333,10.25116,337.3333333,3.516666667,15,34.9421,2,11,3,1,41,0.75,0.49,1.965,0.75,0.53,1.81,1.1,5.1682,3.94,2.08,5,1,0,4,3,4,663,11.607,2108.4,3563,6.10857,0.43,20.67741,2.9579,30.67326,265,2.69,23,50.9415,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,3,6,1314,12.4,2163.15,3653.15,6.11,0.92,20.9,3.4099,30.7,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.68,1.63,2.22,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.49,0.22259,0.452,0.02674,249,2.62,
VP,0,0,19,40.957631,3.5,10,5.5,1.5,64.5,1.175,1.14,1.835,1.175,0.495,1.91,2.27,4.0806,4.61,1.8915,4,5,2,1.5,1.5,3.5,831.5,8,1240.2,2103.15,3.965,0.63,10.7785,6.2905,15.4675,414.5,4.37,8,19.967738,1,10,3,1,37,0.35,0.16,1.19,0.35,0.37,0.56,0.1,1.757,2.02,0.723,2,0,0,3,3,3,361,8.8,1845.9,3100,4.29,0.28,20.243,11.677,30.465,199,1.88,23,50.9415,4,15,7,2,83,1.35,1.22,2.43,1.35,0.68,2.19,2.32,4.9591,5.62,2.253,5,5,2,3,3,5,1012,12.4,2163.15,3653.15,6.11,0.77,20.9,12.129,30.7,514,5.31,15,30.973762,3,5,4,1,46,1,1.06,1.24,1,0.31,1.63,2.22,3.2021,3.6,1.53,3,5,2,0,0,2,651,3.6,317.25,553.15,1.82,0.49,0.657,0.452,0.235,315,3.43,
VP4,0,0,16.6,34.9673096,3.2,13,6.4,1.2,75.6,1.07,1.092,1.478,1.07,0.384,2.078,2.3,4.6077,5.216,2.1084,3.4,5,2,2.4,0.6,4.4,939.8,5.36,686.43,1173.15,2.678,0.714,4.7056,9.7936,6.328,354.8,3.806,8,19.967738,1,10,3,1,37,0.35,0.16,1.19,0.35,0.37,0.56,0.1,1.757,2.02,0.723,2,0,0,3,3,3,361,8.8,1845.9,3100,4.29,0.28,20.243,11.677,30.465,199,1.88,23,50.9415,4,15,7,2,83,1.35,1.22,2.43,1.35,0.68,2.19,2.32,4.9591,5.62,2.253,5,5,2,3,3,5,1012,12.4,2163.15,3653.15,6.11,0.77,20.9,12.129,30.7,514,5.31,15,30.973762,3,5,4,1,46,1,1.06,1.24,1,0.31,1.63,2.22,3.2021,3.6,1.53,3,5,2,0,0,2,651,3.6,317.25,553.15,1.82,0.49,0.657,0.452,0.235,315,3.43,
VPO4,0,0,11.66666667,24.31881033,2.5,14,6.5,1.166666667,79.5,0.791666667,0.866666667,0.921666667,0.791666667,0.971666667,2.93,2.97,6.9404,6.563333333,3.037166667,1.333333333,5.666666667,2,3.166666667,0.5,5.166666667,1153.166667,3.195333333,449.9,761.15,1.32262,0.823333333,3.741226667,4.3701,5.17366,304.1666667,3.203333333,15,34.9421,2,11,3,1,41,0.75,0.49,1.965,0.75,0.9,1.81,1.1,5.1682,3.94,2.08,5,1,0,4,3,4,663,11.607,2108.4,3563,6.10857,0.43,20.67741,11.677,30.67326,265,2.69,23,50.9415,4,16,7,2,87,1.35,1.22,2.43,1.35,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,3,6,1314,12.4,2163.15,3653.15,6.11,0.92,20.9,12.129,30.7,514,5.31,8,15.9994,2,5,4,1,46,0.6,0.73,0.465,0.6,0.31,1.63,2.22,3.2021,3.6,1.53,0,5,2,0,0,2,651,0.793,54.75,90.15,0.00143,0.49,0.22259,0.452,0.02674,249,2.62,
VPt2,0,0,59.66666667,147.0338333,5.333333333,8.333333333,4,2,57.33333333,1.35,1.273333333,2.61,1.35,0.72,2.063333333,2.013333333,6.214566667,4.933333333,1.656666667,5.52,8.333333333,1.333333333,0,7,1.333333333,795.6666667,8.466666667,2084.483333,3951.15,16.30333333,0.25,20.03333333,340.1506667,57.96666667,548,5.663333333,55,144.1385,2,5,0,0,17,0,0.08,0.27,0,0.06,0.65,0.31,4.5187,2,0.19,0.78,5,1,0,6,1,217,5.9,118,447,15.29,0.36,1.3,509.548,40.9,51,0.53,78,195.08,6,10,4,2,63,1.35,1.3,2.7,1.35,0.74,2.28,2.22,7.7208,5.6,1.72,5.78,10,2,0,9,2,868,12.4,2163.15,4100.15,21.4,0.49,20.9,510,71.6,565,5.84,23,50.9415,4,5,4,2,46,1.35,1.22,2.43,1.35,0.68,1.63,1.91,3.2021,3.6,1.53,5,5,1,0,3,1,651,6.5,2045.15,3653.15,6.11,0.13,19.6,0.452,30.7,514,5.31,
VSb,0,0,37,86.35075,4.5,10,5,1.5,65.5,1.4,1.31,2.0975,1.4,0.79,1.84,2.18,4.0987,4.225,1.757,4,5,2,1.5,6.5,2,742.5,9.5,1533.65,2938.15,6.4,0.35,20.385,38.796,27.5,388,4.03,28,70.8185,1,10,2,1,39,0.1,0.18,0.665,0.1,0.22,0.42,0.08,1.7932,1.25,0.454,2,0,0,3,7,0,183,5.8,1259,1430,0.58,0.28,1.03,76.688,6.4,252,2.56,51,121.76,5,15,6,2,85,1.45,1.4,2.43,1.45,0.9,2.05,2.22,4.9953,4.85,1.984,5,5,2,3,10,2,834,12.4,2163.15,3653.15,6.69,0.49,20.9,77.14,30.7,514,5.31,23,50.9415,4,5,4,1,46,1.35,1.22,1.765,1.35,0.68,1.63,2.14,3.2021,3.6,1.53,3,5,2,0,3,2,651,6.6,904.15,2223.15,6.11,0.21,19.87,0.452,24.3,262,2.75,
VTc,0,0,33,74.42435,4.5,6,4,2,49.5,1.35,1.245,2.54,1.35,0.735,1.765,2.2,3.40585,3.8,1.52,5.39,6,2,0,4,2,676.5,11.9,2304.15,4401.65,8.805,0.35,22.45,330.226,40.65,595.5,6.08,20,46.9657,1,2,0,0,7,0,0.05,0.22,0,0.11,0.27,0.04,0.4075,0.4,0.02,0.78,2,0,0,2,0,51,1,282,1497,5.39,0.28,3.1,659.548,19.9,163,1.54,43,97.9072,5,7,4,2,53,1.35,1.27,2.65,1.35,0.79,1.9,2.22,3.6096,4,1.53,5.78,7,2,0,5,2,702,12.4,2445.15,5150.15,11.5,0.49,24,660,50.6,677,6.85,23,50.9415,4,5,4,2,46,1.35,1.22,2.43,1.35,0.68,1.63,2.18,3.2021,3.6,1.51,5,5,2,0,3,2,651,11.4,2163.15,3653.15,6.11,0.21,20.9,0.452,30.7,514,5.31,
VTe2,0,0,42.33333333,102.0471667,4.666666667,12.33333333,5.333333333,1.333333333,75.33333333,1.383333333,1.313333333,1.923333333,1.383333333,0.966666667,1.943333333,2.326666667,4.695233333,4.86,1.948666667,3,5.666666667,2,2.666666667,7.666666667,2,796.3333333,7.8,1202.816667,2059.683333,6.196666667,0.296666667,18.62666667,35.184,11.8,302.6666667,3.23,29,76.6585,1,11,2,1,44,0.05,0.14,0.76,0.05,0.43,0.47,0.16,2.2397,1.89,0.628,3,1,0,4,7,0,218,6.9,1440.5,2390.2,0.13,0.29,3.41,52.098,28.35,317,3.12,52,127.6,5,16,6,2,90,1.4,1.36,2.43,1.4,1.11,2.1,2.38,5.4418,5.49,2.158,5,6,2,4,10,2,869,12.4,2163.15,3653.15,6.24,0.49,20.9,52.55,30.7,514,5.31,23,50.9415,4,5,4,1,46,1.35,1.22,1.67,1.35,0.68,1.63,2.22,3.2021,3.6,1.53,2,5,2,0,3,2,651,5.5,722.65,1262.95,6.11,0.2,17.49,0.452,2.35,197,2.19,
VTeO5H,2.51,1,14.5,32.443305,2.5,12.75,6.5,1,82.875,0.75,0.825,0.959375,0.75,0.9925,2.89125,2.9125,7.209225,6.74625,3.00475,0.875,5.25,1.875,3,1.625,4.375,1175.25,2.820625,396.7,673.3875,1.544652488,2.44925,4.94520375,8.8126075,4.17065,271.75,2.575,51,126.59206,4,15,3,2,46,1.15,0.99,1.965,1.15,1.11,1.81,1.22,5.1682,3.94,2.08,5,5,1,4,10,5,663,11.7,2149.1,3632.9,6.2399301,14.104,20.84132,52.10064,30.67326,317,5.31,52,127.6,5,16,7,2,92,1.4,1.36,2.43,1.4,1.21,3.44,3.32,8.3703,7.54,3.61,5,6,2,4,10,6,1314,12.4,2163.15,3653.15,6.24,14.304,20.9,52.55,30.7,514,5.31,1,1.00794,1,1,4,0,46,0.25,0.37,0.465,0.25,0.1,1.63,2.1,3.2021,3.6,1.53,0,1,1,0,0,1,651,0.7,14.05,20.25,0.0000699,0.2,0.05868,0.44936,0.02674,197,0,
VZnRu2,0,0,35.25,79.617875,4.5,8.25,4,2,56.75,1.325,1.2425,2.38,1.325,0.765,1.92,1.9,3.5718,4.2625,1.55,5.25,8.25,1.5,0,6.75,1.5,744.25,9.5,2005.55,3294.65,9.51,0.339,19.0555,326.438,95.175,482.75,5.035,21,50.1285,1,7,0,0,23,0.05,0.03,0.725,0.05,0.14,0.57,0.78,0.5494,0.9,0.06,1.34,7,1,0,7,1,255,6,1890.4,2994,6.29,0.252,16.678,594.548,86.3,512,5.39,44,101.07,5,12,4,2,69,1.35,1.25,2.605,1.35,0.82,2.2,2.22,3.7515,4.5,1.59,5.78,12,2,0,10,2,906,12.4,2583.15,4173.15,12.4,0.49,24,595,117,643,6.74,23,50.9415,4,5,4,2,46,1.3,1.22,1.88,1.3,0.68,1.63,1.44,3.2021,3.6,1.53,4.44,5,1,0,3,1,651,6.4,692.75,1179.15,6.11,0.238,7.322,0.452,30.7,131,1.35,
W2C,0,0,51.33333333,126.5636667,4.666666667,8.666666667,5,1.666666667,59.66666667,1.133333333,1.123333333,2.036666667,1.133333333,0.59,1.983333333,1.983333333,6.3976,5.023333333,1.828,5.186666667,5.333333333,2,0.666666667,2.666666667,2.666666667,875.3333333,8,3668.816667,5655.483333,13.61666667,0.323333333,58.6,667.9333333,159,805,8.39,68,171.829,4,8,3,1,26,0.65,0.53,2.095,0.65,0.45,0.85,0.58,1.1595,1.87,1.074,1.78,2,0,2,4,2,316,9.3,43,833,17.05,0.58,69.6,468.2,45,132,1.53,74,183.84,6,14,7,2,77,1.35,1.3,2.735,1.35,0.74,2.55,2.37,6.7841,6.27,2.544,5.78,6,2,2,4,4,1086,11.1,3683.15,5933.15,19.3,0.71,105,824,174,849,8.9,6,12.011,2,6,4,1,51,0.7,0.77,0.64,0.7,0.29,1.7,1.79,5.6246,4.4,1.47,4,4,2,0,0,2,770,1.8,3640.15,5100.15,2.25,0.13,35.4,355.8,129,717,7.37,
W2N,0,0,51.66666667,127.2289133,4.666666667,9,5,1.666666667,61.33333333,1.116666667,1.116666667,2.003333333,1.116666667,0.593333333,2.146666667,2.143333333,6.8172,5.366666667,2.002,4.853333333,5.666666667,2,1,2.666666667,3,980.6666667,7.766666667,2476.516667,3981.216667,12.86708333,0.433333333,23.72013333,550.2642667,116.00866,723.6666667,7.573333333,67,169.83326,4,9,3,1,31,0.7,0.55,2.195,0.7,0.44,1.34,1.06,0.0993,2.9,1.596,2.78,1,0,3,4,3,632,10,3619.9,5855.8,19.29875,0.91,35.0396,821.2072,173.97402,376,3.98,74,183.84,6,15,7,2,82,1.35,1.3,2.735,1.35,0.74,3.04,2.85,6.8834,7.3,3.066,5.78,6,2,3,4,5,1402,11.1,3683.15,5933.15,19.3,1.04,35.4,824,174,849,8.9,7,14.00674,2,6,4,1,51,0.65,0.75,0.54,0.65,0.3,1.7,1.79,6.7841,4.4,1.47,3,5,2,0,0,2,770,1.1,63.25,77.35,0.00125,0.13,0.3604,2.7928,0.02598,473,4.92,
